All,         Beacons, CW,   Data,   Data/SSB,  FM,          IBP, Sat,     SSB,   Narrow, MGM,    RepIn, RepOut, Simplex
greenyellow, red,     cyan, yellow, gold,      greenyellow, red, magenta, coral, lightblue,   yellow, darkseagreen1, darkseagreen4, coral
